"OPENING_ID","PlantAge","Reburn","High","Low","Medium","Unburned","DecVRICov","ConVRICov","PineVRICov","FirVRICov","SpruVRICov","DFirVRICov","CanopCloVRI","AgeVRI","HeightVRI","BA_VRI","Mn_dNBR","Spaced","Brushed","SitePrepped","Fertil","Prune","Planted","NumDenuda","HarvType","SurIM-Con","SurM-50_50","SurM-Con","SurNA-NF","SurCrClos","SurBA","SurM-PineMix","Sur-High","Sur-Low","Sur-Medium","Sur-Unburned","sur_dNBR","SurIM-75Con","SurM-75Con","SurY-Con","SurM-75Pine","SurM-Pine","Sur-AgeCl-1","Sur-AgeCl-2","Sur-AgeCl-3","SurM-Dec","SurIM-50_50","TotArea","Md_DOB","DEM_Slop","DEM_Asp","DEM_tpi","DEM_hli"
-211890000,31,0,0,0.205036489795511,0.0493383083227203,0.745625201881769,5.29166666666667,78.0416666666667,27.4625,4.7875,45.2125,2.25,34.7916666666667,87.7083333333333,15.9333333333333,12.0549862083333,0.0194568289443851,0,1,1,0,0,1,1,"CC",0.20859867143625,0.0435294676204617,0.576348861271743,0.171522999671545,36,36,0.439923709003197,0.000330742763777667,0.273875011604878,0.612520893478731,0.113273352152613,0.509117871522903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1097434.75639446,230,0.214967780419566,3.35122791474072,253.723759078355,0.690374002177665
12828,26,0,0.00306877957127166,0.435199283399758,0.0711441803440171,0.490587756684953,16.3794117647059,83.6205882352941,42.8529411764706,3.73529411764706,64.8264705882353,0,38.9705882352941,89.4117647058823,19.4029411764706,18.8225267647059,0.0238382741808891,0,1,1,0,0,1,1,"CC",0.0691001976934806,0.158052895939781,0.647403588632355,NA,37.1904761904762,37.1904761904762,0.642637618889226,0.0311265069354012,0.479287397152396,0.335412183518059,0.154173912394144,0.557033956050873,1.25347331151208e-06,0.0401086881534389,0.0853333761076336,0.118838991361116,0.0840885624752329,0.212448831863391,0.0529774042794243,NA,NA,NA,1660255.07605762,220,0.160400217206613,3.1890750329627,229.967992972502,0.652185623441295
12829,26,0,0,0.200197226821698,0.00196632973645688,0.797836443441846,14.1111111111111,85.8888888888889,28.6666666666667,3.33333333333333,81.6111111111111,0,30.2222222222222,76.1666666666667,14.4277777777778,11.1128921666667,-0.00719883688725531,0,1,1,0,0,1,1,"CC",0.318150783985269,0.0431520655888629,0.613690541804078,NA,31.52,31.52,0.249238058953678,NA,0.350675672829387,0.117290929431908,0.532033397738705,0.270385175943375,0.00923173997361931,NA,0.0157748686481712,0.00633963863061794,0.233635808600514,0.522400490871518,NA,0.194671132676246,NA,NA,779772.032725544,217,0.0891447752133694,4.17192811630537,214.197114376218,0.608464689680115
12883,25,0,0,0,0,1,0,100,28,11.25,88.75,0,24.25,83.75,16.175,12.461835,0.030040436424315,0,1,1,0,0,1,1,"CC",0.411560520949654,NA,0.588439479050346,NA,25,25,0.341498003513234,NA,NA,NA,1,0.0577767789363861,NA,NA,NA,NA,0.200385778029407,NA,NA,NA,NA,NA,22886.5226605134,230,0.189097243361175,2.19473654031754,260.828364054362,0.579416645069917
30490,25,0,0,0.166380477137835,0.0130857410243923,0.820533781837772,13.3181818181818,86.6818181818182,15.9545454545455,13.2272727272727,73.4545454545455,0,29.5,54.8181818181818,9.84545454545455,8.23471695454545,-0.0128780612722039,0,1,1,0,0,1,4,"CC",0.555644017480324,0.131927828140671,0.0836059278098271,NA,33.5151515151515,33.5151515151515,0.146366301170477,0.00560688854196085,0.305521014551094,0.0549281930938969,0.633943903813049,0.0132860573939979,0.00249290996437192,NA,0.225204135847795,0.0203444072429876,NA,0.0366165249145141,NA,0.4148398749078,0.00112518075701143,NA,1652050.00314478,219,0.135777872793214,4.12032412344169,237.293391771862,0.649977685450208
30491,24,0,0,0.108413557971193,0.0129951397186121,0.878591302310195,2,93,17.5,6,87,0,23.65,82.85,11.43,8.98867085,-0.0179746467620134,0,1,1,0,0,1,2,"CC",0.146957945147539,NA,0.674215702338678,0.0269652247052713,26.7916666666667,26.7916666666667,0.288676683536079,0.0145812685919634,0.28860422910048,0.485252475903066,0.211562026404491,0.257628738880157,NA,NA,0.151861127808511,NA,0.0492054769392719,0.0496484639875552,NA,0.136567955256395,NA,NA,723714.87856878,231,0.156553447350613,4.63950924802077,233.822341214107,0.590707635165154
30492,24,0,0,0.1137197695291,0.0327275573954455,0.853552673075455,3.84615384615385,96.1538461538462,16.1538461538462,25.6153846153846,70.5384615384615,0,28.1923076923077,83.9615384615385,13.3115384615385,13.7980990769231,-0.0116851003840566,0,0,1,0,0,1,2,"CC",0.237439448613192,NA,0.637997630837243,NA,32.8620689655172,32.8620689655172,0.177444894830275,0.00657453497529611,0.254869157142803,0.487410874723473,0.251145433158427,0.15171205997467,NA,NA,0.124506351998794,NA,NA,0,NA,0.351942783712578,NA,5.65685507700886e-05,1252579.14491586,231,0.194867329733665,3.63109307869956,245.406829548363,0.586059265552106
30509,23,0,0,0,1,0,45,5,2.5,0,2.5,0,27.5,66.5,12.5,18.4521505,0.918224781751633,0,1,0,0,0,1,1,"CC",NA,0.506176658133246,0.00795397872314431,0.477220456331189,31.7142857142857,31.7142857142857,0.522779543668811,NA,0.122337926020657,0.877662073979343,NA,0.815518379211426,NA,0.00864890681242029,NA,NA,NA,NA,0.471207147208857,NA,NA,NA,11002.4369035,235,0.345721521725257,4.14745998382568,235.795013427734,0.792857800920804
48739,21,0,0.00125662208713878,0.391279951798783,0.111951434887084,0.495511991226994,4.66666666666667,95.3333333333333,11.3333333333333,12.6666666666667,82.6666666666667,0,23.6,48.9333333333333,8.14,6.68554926666667,0.0209194757044315,0,1,1,0,0,1,1,"CC",0.589688977723981,NA,0.295303304853979,NA,24.5925925925926,24.5925925925926,0.136650582016271,0.0133837033828477,0.191399586763257,0.143896382383772,0.651320327470123,0.0153956040740013,NA,NA,0.0796377605343972,NA,NA,0.00415419989928045,NA,0.524412205810948,NA,0.0353699568876425,422825.177935682,231,0.135239587896742,3.83732988128168,244.878319764749,0.630696256828104
48746,21,0,0,0.290574468378434,0.107476570350692,0.601948961270874,5.45454545454545,94.5454545454545,22.1818181818182,26.4545454545455,68.0909090909091,0,32.5454545454545,86.5454545454545,12.8636363636364,12.3193972727273,0.0108262202702463,0,0,0,0,0,1,1,"CC",0.632921427269484,0.00883428288240304,0.353656047207191,NA,32.6111111111111,32.6111111111111,0.00750134415977185,0.0132432083608579,0.0391184780098658,0.214936263235775,0.732702050393501,0.00499012251384556,NA,NA,0.00458824264092145,0.0774639539000328,NA,NA,NA,0.349606596685837,NA,NA,182252.925545393,231,0.117984782775292,4.71406747052206,250.213145945332,0.620564534374983
48754,21,0,0,0.633892730498639,0.00782877685294777,0.358278492648413,7.5,92.5,60,5,87.5,0,47.5,72.25,16.425,21.024195,0.288019627332687,0,0,0,0,0,1,1,"CC",0.804642643154124,NA,0.185632878962276,NA,41.6666666666667,41.6666666666667,NA,NA,0.359652202066331,0.177993225414744,0.462354572518925,0.0664922595024109,NA,NA,0.00972447788360033,0.0857500289607194,0.0998828500015566,0.185951641522887,NA,0.538668331158228,NA,NA,16293.1673045121,219,0.127879750571753,4.31736007489656,216.771217747738,0.663804405613949
48755,21,0,0,0.96554019416482,0,0.03445980583518,5,95,57.5,2.5,92.5,0,23.75,21,5.475,1.1282675,0.00373081769794226,0,0,0,0,0,1,1,"CC",0.923384351531543,NA,NA,NA,25.8333333333333,25.8333333333333,NA,NA,0.600271072252039,NA,0.399728927747961,0.0153065463528037,NA,NA,0.0766156484684573,NA,NA,NA,NA,0.585804943176912,NA,NA,28822.9521969333,220,0.154060985088687,4.87265185153846,226.807110410748,0.661590030699065
48757,21,0,0,0.730161549017075,0.205947043727599,0.0638914072553261,6,94,32,6,88,0,33,117.2,17.32,16.7292196,0.00876534031704068,0,0,1,0,0,1,1,"CC",0.216068619436221,NA,0.341235086115462,NA,23.4166666666667,23.4166666666667,0.34112992252813,NA,0.364491782922277,0.297964725415818,0.337543491661905,0.235700726509094,NA,NA,0.442696294448317,NA,NA,0.34768317700023,NA,0.366168943235607,NA,NA,48587.887430971,219.5,0.0768616515280748,4.0423594907754,227.189058657046,0.615914720076102
48759,21,0,0,0.51798940575184,0.218948518687608,0.263062075560552,1,99,21,29,70,0,34,102.8,17.98,21.8912998,0.104314260184765,0,0,0,0,0,1,1,"CC",0.378175400743537,NA,0.621824599256463,NA,35.4545454545455,35.4545454545455,NA,0.0113496746650948,0.327605022859763,0.391969317552585,0.269075984922558,0.116069868206978,NA,NA,NA,NA,NA,0.0442320585541756,NA,0.377004641939383,NA,NA,71494.093499349,231,0.176363073053617,3.66293505164264,235.498609325554,0.548257211341134
48762,21,0,0,0.677312312721299,0,0.322687687278701,2,98,42,4,94,0,23,20.6,6.44,1.721324,-0.000584988156333566,0,0,0,0,0,1,1,"CC",0.669578202421734,NA,NA,NA,22.5,22.5,NA,NA,0.232172117972471,NA,0.767827882027529,-0.00842381082475185,NA,NA,0.330421797578265,NA,NA,NA,NA,0.48705140207491,NA,NA,47168.1975380313,220,0.091618397048916,3.92266867944488,228.850932933666,0.61870613694191
79113,18,0,0,0.109034531985496,0,0.890965468014503,7.75,92.25,38,5,70.5,0,42.5,53.75,12.525,12.27666775,0.772478818893433,0,1,1,0,0,1,1,"CC",0.542588005253674,NA,0.457411994746327,NA,37.25,37.25,0.433476969529934,NA,0.519098299469344,NA,0.480901700530656,0.522025048732758,NA,NA,NA,NA,0.0239350252163924,0.389146428434822,NA,0.441385783074718,NA,NA,49748.4048219456,219,0.125070060857318,3.23948183493181,211.233676979759,0.656538904796947
90372,18,0,7.51586754444365e-05,0.116536213980344,0.883388627344211,0,20.6875,54.3125,22.3125,4.25,36.5625,2.375,27.1875,99.375,19.125,16.3007488125,0.91925173997879,0,0,0,0,0,0,1,"CC",NA,0.39053164867094,0.424889394597499,0.102367533744024,28.4545454545455,28.4545454545455,0.763038959954795,0.0230600596360264,0.269438095196393,0.697877441147468,0.00962440402011227,0.847178161144257,NA,0.0517550339086038,0.0304563890789332,0.0560415734191217,0.0480955438031268,0.247587522464012,NA,0.0286317560985425,NA,NA,622241.336270351,235,0.29639665177903,4.35340851718352,245.576812345508,0.748621089538054
99695,14,0,0,0.705911930223425,0.0476418280406358,0.246446241735939,3.7,96.3,42.1,1.8,72.2,0,30.7,126.1,24.21,20.0325411,0.387193739414215,0,0,0,0,0,1,1,"CC",NA,NA,0.85822999274276,0.0966518059814835,31.2352941176471,31.2352941176471,0.359215892766695,NA,0.329391406914672,0.0510546461775725,0.619553946907756,0.502018451690674,NA,0.00782039181694227,0.0372978094588147,0.0657679142729988,0.441066577520008,0.595045632394693,0.0854503598330276,NA,NA,NA,356975.337310549,217,0.103060690005795,3.58775308455859,208.291699925958,0.599164390143579
1038678,13,0,0,0.857588969595883,0.0052855890469791,0.137125441357138,29.3333333333333,59.5555555555556,34.6666666666667,0,54.8888888888889,0,27.6666666666667,83.2222222222222,18.6444444444444,16.3123935555556,0.391709566116333,0,1,0,0,0,1,1,"PC",NA,0.516520801199642,0.0802971007639933,0.0564697713791913,33.6363636363636,33.6363636363636,0.291481185927302,NA,0.67224280584926,0.0726553062244387,0.255101887926302,0.283542364835739,NA,0.219809329835157,0.126902996822017,NA,0.00862524467184773,0.125167587088182,NA,NA,NA,NA,32797.9578043732,224.5,0.106058249127512,4.65235491959672,212.331677888569,0.636530192274796
1125090,11,0,0,0.260094647363115,0.72194825117382,0.0179571014630649,0,100,21.4454545454545,12.5454545454545,87.4545454545455,0,27.3636363636364,207.454545454545,29.2363636363636,18.3055678181818,0.806870430707932,0,0,0,0,0,1,2,"CC",NA,NA,0.819615906989327,0.047256180526017,29.8888888888889,29.8888888888889,0.555755949113034,NA,0.43170373442444,0.503092505248699,0.0652037603268608,0.408636569976807,NA,NA,0.133127912484656,NA,0.00830784296397373,0.143283866660964,NA,NA,NA,NA,487147.87200678,220,0.18286008762144,2.53988517618359,233.23749136295,0.59853672037522
1373062,12,0,0,0.538807946438766,0.255562019873658,0.205630033687576,11.6666666666667,82.7777777777778,63.2222222222222,0.555555555555556,75.7222222222222,0,31.0555555555556,112,20.4222222222222,21.0971215,0.813898533582687,0,1,1,0,0,1,4,"CC",NA,0.0591705438683365,0.509509356359066,0.00485589762828101,30.6111111111111,30.6111111111111,0.190175367891808,NA,0.481522018938474,0.108302893955664,0.410175087105862,0.681342989206314,NA,0.08631632060746,0.340147881536856,NA,0.408857939591571,0.81012444841741,0.0572698993717231,NA,NA,NA,660907.831045434,219,0.138040946595427,3.29212848348568,218.12337658126,0.638129138694797
1387251,7,0,0,0.537173943014529,0.0513146565982575,0.411511400387213,14.6923076923077,80.1794871794872,28.9230769230769,0.333333333333333,58.7948717948718,0,29.8461538461538,134.179487179487,25.7794871794872,20.4603967948718,0.599631369113922,0,0,0,0,0,1,2,"CC",NA,0.213479767160599,0.623467389484178,0.0608366519799649,29.8888888888889,29.8888888888889,0.467674307065274,NA,0.582060386716084,0.341492985500403,0.0764466277835127,0.365047782659531,NA,0.0864863608255932,0.015729830549665,0.0497005494070305,0.0411344088425694,0.0424309902704793,0.0126732321106145,NA,NA,NA,1914096.67248306,219,0.120359772389864,3.30940173363877,207.680789981618,0.607792360011269
1464296,4,0,0,0.646947822403957,0.167783452223818,0.185268725372226,46.455,38.545,15.595,0,22.95,0,26.85,122.65,25.55,14.56526075,0.665470004081726,0,0,1,0,0,1,2,"CC",NA,0.596086143865844,0.155231273166395,0.0751218445401263,34.6923076923077,34.6923076923077,0.738315272184365,NA,0.683245626335982,0.0569753523284499,0.259779021335568,0.483013361692429,NA,0.0536594778375842,NA,NA,0.00122117414932081,0.060709922580495,NA,NA,0.119901260590051,NA,391327.854843224,230,0.113489212280293,3.15291158380756,212.228865457237,0.600242061420865
1464302,3,0,0,0.409492886370725,0.0281054964803019,0.562401617148973,33.9166666666667,49.4166666666667,5.16666666666667,3.66666666666667,42.25,0,45.1666666666667,119.25,25.55,28.87406225,0.619830936193466,0,0,0,0,0,1,4,"CC",NA,0.478545964999578,0.409780345589802,0.0386971817814036,45.8125,45.8125,0.412183565577768,NA,0.558139267711484,0.295904193433249,0.145956538855266,0.3085777759552,NA,0.0471064680914116,0.0258700395378056,NA,NA,0.0668189132703989,NA,NA,NA,NA,309451.698962795,219,0.134444770960385,3.83298002320175,216.168752504911,0.647116239618704
1464331,4,0,0,0.74863081252519,0.204618969186829,0.0467502182879815,44.4615384615385,32.4615384615385,8.92307692307692,0,23.5384615384615,0,24.4615384615385,110,22.0384615384615,13.9075959230769,0.648659646511078,0,0,1,0,0,1,2,"CC",NA,0.682495278107876,0.266154363085091,0.0476069595449028,31.6,31.6,0.65130990872033,NA,0.837938342367689,0.066000221539459,0.0960614360928517,0.471176385879517,NA,0.00374339926212958,NA,NA,0.0434147193912963,0.0576895362254251,NA,NA,NA,NA,300159.372861184,220,0.110532033075397,3.61259637060421,202.307209370015,0.629461236186214
1464490,5,0,0,0.776172220109656,0.223827779890344,0,3.33333333333333,96.6666666666667,25.075,12.5,84.1666666666667,0,32.5,172.916666666667,26.75,22.9306343333333,0.775669068098068,0,0,0,0,0,1,2,"CC",0.107689847800191,NA,0.607983658005086,NA,29.2631578947368,29.2631578947368,0.582881422085915,NA,0.396178710021079,0.509778626194442,0.0940426637844787,0.505179286003113,NA,NA,0.284326494194723,0.0251022359191712,NA,0.119992532216328,0.276628595239566,NA,NA,NA,236180.27442,220,0.149473889254545,3.18275043410996,243.495695415296,0.610411341408737
1464510,6,0,0,0.443084578298768,0.320874262554924,0.236041159146308,15.75,75.9166666666667,32.6666666666667,0.833333333333333,64.6666666666667,0,32.5,129.666666666667,24.8916666666667,21.8085025833333,0.786421835422516,0,0,0,0,0,1,2,"CC",0.0971957158931586,0.065334299481591,0.637900018449103,0.194243302436477,34.75,34.75,0.459349130529364,NA,0.521937737649401,0.253795481681369,0.224266780669229,0.654466867446899,0.00531620095661891,NA,1.04627830509118e-05,0.0341669732155202,0.20971821418581,0.202849547774458,0.314040956596751,0.102511112987615,NA,NA,339545.479837548,219,0.145290355787302,3.18520023657878,228.402650390625,0.633653090556463
1610396,3,0,0,0.351161175827936,0.179478734713655,0.46936008945841,21.96875,71.78125,16.40625,1.5625,69.6875,0,32,111.59375,22.884375,18.366293875,0.582501411437988,0,0,0,0,0,1,4,"CC",0.221953253798022,0.176813637919324,0.220230128878698,0.0948400682989895,32.6190476190476,32.6190476190476,0.473524986855809,NA,0.58660122564192,0.235631874339106,0.177766900018975,0.350304007530212,0.0422091652401822,0.146370666036487,NA,0.000259665450554874,0.00277318014462007,0.105520812147272,NA,0.154314374971541,0.0459735758357143,0.0516095039925834,1473322.51554959,219,0.132252406375597,3.7746073494852,217.96717539775,0.617173695220748
1610798,4,0,0,0.606501464914849,0.102562277552651,0.2909362575325,8.07692307692308,89.3589743589744,36.8435897435897,0,56.9,0,24.3846153846154,141.74358974359,24.3512820512821,17.0963226153846,0.614478826522827,0,0,0,0,0,1,3,"CC",NA,0.00203154704225182,0.841888634871945,0.0609517377631775,25.5357142857143,25.5357142857143,0.481747174212961,NA,0.49357885709869,0.177313340004726,0.329107802896584,0.521257877349854,NA,0.0835304110930453,0.0115976692295808,0.243501387126527,0.121647085444179,0.603347808197067,NA,NA,NA,NA,2860078.5484885,218,0.1096731712291,2.94850280861453,206.144017058143,0.597234037934588
1651336,3,0,0,0.489420285295726,0.270077924628201,0.240501790076074,2,83.7142857142857,44,2,61.8571428571429,0,27.5714285714286,106,19.2142857142857,16.346587,0.733620911836624,0,0,0,0,0,1,3,"CC",NA,NA,0.474300459108972,0.229759830601646,22.0833333333333,22.0833333333333,0.209019586620621,NA,0.458496175744041,0.449070163214325,0.0924336610416338,0.688029110431671,NA,NA,0.295939710289382,0.1066527589591,0.0255493497978754,NA,0.217209721556331,NA,NA,NA,71328.4258460285,235,0.140432147693355,3.81649968624115,212.166971588135,0.668781629949808
1651337,3,0,0,0.553016417071621,0.213562699232639,0.233420883695739,7.28571428571429,89.1428571428571,28.2142857142857,2.96428571428571,86.1785714285714,0,27.2857142857143,122.857142857143,19.5928571428571,14.6387103214286,0.626162767410278,0,0,0,0,0,1,4,"CC",0.224839226548937,0.0429317375529084,0.379433895967419,0.158176617388273,29.9677419354839,29.9677419354839,0.271551319048799,NA,0.540378921457073,0.244914260173376,0.21470681836955,0.428987696766853,0.0493244165292449,0.0061645259268953,0.139129580086323,5.02997244885063e-07,0.0750353431283944,0.181443761751799,0.168006803843471,0.205735772196959,NA,NA,1293165.22242019,219,0.156585931219452,2.81069358556759,223.696856217992,0.588031036205066
1651338,3,0,0,0.561848898477986,0.203942240568263,0.23420886095375,13.75,81.25,34.8,0,73.5,0,29.25,125.15,24.43,20.5362984,0.663993507623672,0,0,0,0,0,1,5,"CC",NA,0.0770693895941259,0.651216438118446,0.082907172630359,29.9166666666667,29.9166666666667,0.520892712868427,NA,0.443186706146343,0.242524729816924,0.314288564036733,0.492789044976234,NA,0.188806999657069,NA,0.147143682353409,0.245409557385679,0.394877764777895,NA,NA,NA,NA,932822.571784291,217,0.104623523941657,3.28472285001448,210.505674805156,0.606301852299934
1651341,3,0,0,0.526086716084127,0,0.473913283915873,0,100,99,0,100,0,24,76,13.2,19.53994,0.600039273500443,0,0,0,0,0,1,2,"CC",NA,NA,0.522162561970608,0.0960217452006693,33.875,33.875,0.00677838809313763,NA,0.502667554294733,0.1314896556171,0.365842790088167,0.519675374031067,NA,NA,0.381815692828723,0.0695437282111665,0.445840445666303,0.090543307820515,0.469241853736817,NA,NA,NA,57181.6947356009,217,0.101549702230841,1.78570233781131,212.929797757056,0.551498964428902
1651342,3,0,0,0.688868792870246,0.0595189233030817,0.251612283826672,0,80,60,0,80,0,28.8,81,11.36,12.4425118,0.594272792339325,0,0,0,0,0,1,2,"CC",0.201162230138316,NA,0.544162850123244,0.141539474789472,29.8571428571429,29.8571428571429,NA,NA,0.5113459305238,0.023080562068415,0.465573507407785,0.399960249662399,NA,NA,0.113135444948968,NA,0.345104294245487,0.180179198678444,0.255847399609784,0.200949626673192,NA,NA,69196.7770810518,219,0.105178692877914,2.92185692985853,209.488563639323,0.611937608718872
1651343,3,0,0,0.0436782066826974,0,0.956321793317303,3.25,71.75,47.25,0,50.75,0,28.5,66.75,12.35,17.17264475,0.42322513461113,0,0,0,0,0,1,3,"CC",NA,NA,0.66756710348447,0.209246727302487,29.3636363636364,29.3636363636364,0.0532143220799603,NA,0.337861758411817,0.00352796106226494,0.658610280525918,0.541348934173584,NA,NA,0.123186169213043,0.140144921393622,0.474207860010888,NA,NA,NA,NA,NA,75863.871088611,235,0.119659588924226,3.59935117569916,215.309894875919,0.567841127690147
1651344,3,0,0,0.853317453478618,0.123014588094116,0.0236679584272664,22,66.8888888888889,2.22222222222222,3.66666666666667,63.2222222222222,0,40.5555555555556,119.111111111111,24.1,25.3105067777778,0.633949279785156,0,0,0,0,0,1,4,"CC",NA,0.420349832504508,0.478165108172585,0.0702253164684967,37.0714285714286,37.0714285714286,0.146164256251916,NA,0.610206418475416,0.30082871018432,0.088964871340264,0.339129596948624,NA,NA,0.00105334740464871,NA,NA,0.107280540248294,NA,NA,NA,0.0302063954497616,161542.610342625,219,0.121106626918714,3.33180445564386,210.879776253885,0.624420934125205
1651407,3,0,0,0.428218890402226,0.186869956514643,0.38491115308313,12.9551724137931,80.148275862069,22.7586206896552,3.3448275862069,66.0448275862069,0,31.6551724137931,113.793103448276,23.7758620689655,19.4693404482759,0.580904424190521,0,0,0,0,0,1,6,"CC",0.230173240044841,NA,0.594695862728257,0.10044000491266,29.65625,29.65625,0.383521372040271,NA,0.704026566766147,0.0982198071714456,0.197753626062407,0.277202472090721,NA,0.00152153649829874,0.0731693558159432,0.0181466707659776,0.00465739121576372,0.126299038626202,0.151504441672084,0.176124631835263,NA,NA,1428477.54411666,219,0.125796609113933,3.35288682151756,210.674466362984,0.612152973723307
1663668,5,0,0,0.15131210361616,0.0855784313052099,0.76310946507863,8.88888888888889,91.1111111111111,21.1111111111111,25.5555555555556,65.5555555555556,0,31,87.8888888888889,15.2888888888889,16.1965952222222,-0.0387461744248867,0,0,0,0,0,0,1,"CC",0.797900672800913,NA,0.146441504152507,NA,29.0833333333333,29.0833333333333,0.106689766192773,NA,0.154500241757845,0.209162743650867,0.636337014591288,0.00934430025517941,NA,NA,0.010521057972318,NA,NA,NA,NA,0.86188908957169,NA,0.0451367650742624,94776.4207320148,231,0.160244822140458,2.75841019165169,239.9232509576,0.534237168946312
1666040,1,0,0,0.138459304359354,0,0.861540695640646,0,100,10,0,90,0,65,144,18.4,31.509048,0.474561467766762,0,0,0,0,0,1,2,"CC",0.155221924626432,NA,0.844778075373568,NA,37.3333333333333,37.3333333333333,0.687214670619403,NA,0.270991261041966,NA,0.729008738958034,0.108116444200277,NA,NA,NA,NA,6.50418649570705e-05,NA,NA,NA,NA,NA,36545.310000028,230,0.0823834518902004,2.8853860673029,261.160188293457,0.572469225525856
1670888,1,0,0,0.628172834123754,0.0324661151439976,0.339361050732248,10.8461538461538,89.1538461538462,23.9230769230769,0,65.2307692307692,0,26.0769230769231,136.384615384615,23.7307692307692,16.3923896923077,0.629809528589249,0,0,0,0,0,1,5,"CC",NA,NA,0.798319180607791,NA,24.375,24.375,0.522468287312593,NA,0.756337513877629,0.0562534236375388,0.187409062484833,0.635330855846405,NA,0.201680819392209,NA,0.372314163237459,0.0582819096696612,0.901854243909971,NA,NA,NA,NA,532480.018952628,218,0.0845812263957746,3.84264981471697,207.085681462692,0.618838962963072
1671216,2,0,0,0.0914844132611599,0,0.90851558673884,2.2,77.8,60.4,0,54.4,0,47.2,86.2,16.74,26.8523048,0.608851701021194,0,0,0,0,0,1,1,"CC",NA,NA,0.416823670336124,0.21562486471468,36.25,36.25,0.231482869056457,NA,0.575802465394095,NA,0.424197534605905,0.535993278026581,NA,NA,0.367551464949195,NA,0.185340801279667,0.0249426800853476,0.591155783938407,NA,NA,NA,46312.89527614,219,0.159409779235721,4.06709853172302,207.389719238281,0.674383741617203
1671309,0,0,0,0.238851466070555,0.108360958956356,0.652787574973089,5,84.2857142857143,35.5714285714286,0,57.1071428571429,0,28.1428571428571,116.821428571429,19.0178571428571,16.8324094642857,0.418525710701942,0,0,0,0,0,1,2,"CC",NA,NA,0.832912709436687,0.0965334797592996,29.0769230769231,29.0769230769231,0.2849459856806,NA,0.70776757245862,0.138173076792642,0.154059350748738,0.395612090826035,NA,NA,0.0705538108040137,0.145256884400658,0.174359734832762,0.434371504541942,0.0704407542731238,NA,NA,NA,2171900.86033707,217,0.116368808885563,3.70144141483648,209.008392460194,0.607346270119385
1684316,1,0,0.0193277687728222,0.223792695194706,0.302885131881188,0.453994404151283,20.3076923076923,64.3076923076923,8.92307692307692,7.69230769230769,50,0,39.9230769230769,118.307692307692,25.1,28.4403494615385,0.721540361642838,0,0,0,0,0,1,2,"CC",0.00113165282029458,0.0428072208387239,0.722834059274601,0.182964501455321,35.5,35.5,0.815903845724384,0.000105997729974111,0.290219787171379,0.662510964707849,0.0471632503907977,0.918449282646179,NA,0.0502625656110595,NA,NA,NA,NA,0.154823408013508,NA,NA,NA,543376.634683799,235,0.175789084023175,3.31113507065922,263.893534652271,0.618135684728622
1684631,1,0,0,0.434498358113995,0.12049685167771,0.445004790208295,10.25,89.75,40.7142857142857,0,49.0357142857143,0,30.1428571428571,141.357142857143,24.525,17.5281114642857,0.529652327299118,0,0,0,0,0,1,2,"CC",NA,NA,0.993821348319963,NA,26.8,26.8,0.40072486153227,NA,0.548312050461812,0.20704159390377,0.244646355634418,0.404195800423622,NA,0.00617865168003693,NA,0.0646391060934056,0.179996891503605,0.12240557253963,NA,NA,NA,NA,2194418.9113958,218,0.0914966958346712,3.15768440236192,202.809738422478,0.5863223021625
1685822,0,0,0,0.383900359318607,0.00893572048842772,0.607163920192966,6.8,93.2,22,0,75.2,0,31.8,117.4,23.3,18.8399064,0.545017689466476,0,0,0,0,0,1,2,"CC",0.016630066210477,NA,0.755558210002828,3.01499241986599e-05,28.1,28.1,0.769025485512155,NA,0.680343077627161,0.196996537380995,0.122660384991844,0.40672105550766,NA,0.0444897681108036,0.183291805751693,0.0310224926014772,NA,0.1071684281287,NA,0.0166158000547802,NA,NA,103384.264528432,220,0.146394159334401,2.60512619112667,210.217770760519,0.599874760759504
1690128,0,0,0,0.298368629892761,0.130569727178567,0.571061642928672,3.18181818181818,87.7272727272727,32.0909090909091,0,55.6363636363636,0,22.1818181818182,132.090909090909,21.6909090909091,12.5509307272727,0.484471708536148,0,0,0,0,0,1,2,"CC",NA,NA,0.894932288077997,0.0502009149667327,23.6818181818182,23.6818181818182,0.350373157085045,NA,0.52582241248652,0.219982162295354,0.254195425218126,0.43863120675087,NA,0.0548667969552704,NA,0.0385039966980906,0.240519579209241,0.677726471524738,NA,NA,NA,NA,460746.053710693,218,0.147674853897115,3.11196499956714,204.322774529457,0.585045306826942
1700315,0,0,0,0.0925492565482602,0.0735369303680717,0.833913813083668,0,100,18,6.66666666666667,93.3333333333333,0,31.1111111111111,246.333333333333,37.8444444444444,26.8209601111111,0.570143133401871,0,0,0,0,0,0,1,"CC",NA,2.89402944405128e-06,0.870569070759096,NA,29.9473684210526,29.9473684210526,0.813589879313268,NA,0.400532302541275,0.53571062399365,0.0637570734650747,0.577408045530319,NA,NA,0.12942803521146,NA,0.0569820854752721,0.265298251167599,0.0183415322942288,NA,NA,NA,517545.166068101,220,0.15849713559492,3.0560295831671,240.310063182057,0.618108922889183
